,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.block_name,player.treatment_name,player.inner_name,player.notifications,player.hedonic,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.vars_dump,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,cad_payoff
222,266,7n8hmj4n,62d18aff4b053b24c0433255,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:25.592750+00:00,1,,,212.0,266,,7.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0,Female,53.0,US,undergraduate: 3d year,Other,0.0,1.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,Do not know,To assess if the badges increase trading,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,12.0
223,267,leeyd8oi,639df1ccd6819819ebb85722,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:36.614286+00:00,1,,,141.0,267,,6.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,,Male,53.0,US,undergraduate: 4th year,Other Management,1.0,1.0,1.0,1.0,Monthly,Monthly,Stocks,Yes,To identify how people trade,no please,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 135}",1,1,vvlpwazd,,,,,0,8.25
224,268,17d9yb0w,60ac66a8e1bf5a1c51fa864c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:47.135165+00:00,1,,,163.0,268,,8.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Male,55.0,US,master,Other,0.0,0.0,1.0,0.0,Monthly,Weekly,Cryptocurrencies,No,the purpose is to see an investment system online and know when to invest and sell,no,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 155}",1,1,vvlpwazd,,,,,0,9.75
225,269,d6x0sl31,5ea72b8aedd4c90da065607c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:49.301940+00:00,1,,,187.0,269,,7.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,3.0,3.0,Male,66.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Monthly,Bonds,Do not know,No idea,No,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 180}",1,1,vvlpwazd,,,,,0,10.75
226,271,nuxs7w13,5f565c9592080106c6b4d467,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:43:59.576613+00:00,1,,,96.0,271,,1.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,3.0,Female,33.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,"Derivatives (Options, Futures)",No,To participate in a mock trading session,I didn't understand what I was doing and did a lot of guessing.,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 95}",1,1,vvlpwazd,,,,,0,5.0
227,272,6p7fgysp,5d8e64ab4e055600157a3d90,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:01.890484+00:00,1,,,238.0,272,,3.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 1,"Have an option between Design #1 and Design #2,",,3.0,5.0,Female,32.0,US,high-school graduate,Other,0.0,1.0,0.0,1.0,Less than once a month,Less than once a month,Stocks,Do not know,I think this study is meant to determine how desirable certain features are on a trading interface.,I encountered no difficulties.,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 235}",1,1,vvlpwazd,,,,,0,12.5
228,273,ti8h9ar0,5c0ef15265217a00014ef2bd,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:14.113928+00:00,1,,,176.0,273,,11.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,Only trade on Design #1,4.0,,,Male,27.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,The purpose is possibly to evaluate individuals' financial knowledge and how that corresponds to their ability to trade stocks and evaluate potential future financial returns.,No difficulties.,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 165}",1,1,vvlpwazd,,,,,0,11.0
229,274,wkpos09w,56780a5a89319e0011644cb4,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:19.732082+00:00,1,,,200.0,274,,5.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,47.0,US,undergraduate: 1st year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,how we trade,it was slow to load,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,11.0
230,275,7lpcr8ly,6107b17f84e8307063cb198a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:21.187719+00:00,1,,,216.0,275,,6.0,block 2 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,2.0,Female,33.0,US,undergraduate: 2nd year,Other,1.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,not sure,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 210}",1,1,vvlpwazd,,,,,0,12.0
231,276,dllfhe8q,632651a9f1a00140dc2b9487,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:32.003601+00:00,1,,,210.0,276,,10.0,block 2 (G first),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,4.0,,,Female,78.0,US,undergraduate: 3d year,Other,0.0,1.0,1.0,0.0,Less than once a month,Weekly,Stocks,No,I don't know,"after pressing the next button, pages were a bit slow to change","{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
232,277,63g8qr1d,5f2dc46d6fa1250ee8a1a15d,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:33.023780+00:00,1,,,210.0,277,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,3.0,Female,36.0,US,undergraduate: 4th year,Other,1.0,1.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,no idea,no,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.5
233,278,3cib9mvi,62729485c0955ee802ac1692,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:36.546843+00:00,1,,,175.0,278,,10.0,block 3 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,3.0,Female,44.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,Do not know,To determine stock knowledge,No,"{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 165}",1,1,vvlpwazd,,,,,0,10.75
234,279,f4d3twco,57ff0e138f420f00011a5d0e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:44:52.024539+00:00,1,,,201.0,279,,11.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Female,25.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Cryptocurrencies,No,Idk,No,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 190}",1,1,vvlpwazd,,,,,0,12.25
235,280,vz43s9da,628e24c80b3e2b2e0d7a5af1,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:09.973659+00:00,1,,,184.0,280,,9.0,block 3 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,,Male,36.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,No,To understand how people make choices between two different designs.,"The experiment ran a little slow all throughout, not just for the trading rounds.","{""treatments"": [true, false], ""payable_round"": 2, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 175}",1,1,vvlpwazd,,,,,0,11.0
236,281,svgqaee8,5d158f6419d2ed0001e2120c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:22.987917+00:00,1,,,215.0,281,,10.0,block 3 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,1.0,Other,19.0,US,high-school graduate,Other,0.0,1.0,1.0,1.0,Monthly,Daily,Stocks,No,testing what leads to better financial decisions,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 205}",1,1,vvlpwazd,,,,,0,12.75
237,282,2o3t9jh3,5eaa0cc0fb0fca17a3006d9c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:24.140988+00:00,1,,,241.0,282,,11.0,block 3 (G second),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,,Male,64.0,US,master,Other,0.0,0.0,1.0,0.0,Less than once a month,Monthly,Stocks,No,No idea,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.25
238,283,2pnr6ur7,62f875cb0bd095fcf778dd3a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:29.118248+00:00,1,,,226.0,283,,11.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0,Male,57.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,0.0,Less than once a month,Less than once a month,Stocks,No,To test peoples' skills at trading on the financial markets.,no,"{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 215}",1,1,vvlpwazd,,,,,0,13.5
239,284,rwt0toh0,55d7e6f669dbc30012b6826e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:30.613506+00:00,1,,,230.0,284,,10.0,block 4 (G second),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,2.0,Female,66.0,US,undergraduate: 2nd year,Other,0.0,0.0,1.0,0.0,Less than once a month,Weekly,Stocks,Do not know,unknown,none,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0,13.5
240,285,jytj2obg,59e7477e3e4b5a00016aa4d2,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:44.065718+00:00,1,,,211.0,285,,11.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Male,58.0,US,high-school graduate,Other,0.0,0.0,1.0,0.0,Monthly,Daily,Stocks,No,The purpose is to gauge risk tolerance,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 200}",1,1,vvlpwazd,,,,,0,12.75
241,286,njurk7ql,55b9a9b0fdf99b6906d2aba4,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:58.337290+00:00,1,,,132.0,286,,12.0,block 4 (G second),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,1.0,,,Male,67.0,US,undergraduate: 3d year,Other,1.0,0.0,1.0,0.0,Weekly,Daily,Stocks,No,To study trading patterns.,Significant lagging.,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 120}",1,1,vvlpwazd,,,,,0,9.0
242,287,bbaommrg,5d0fbedf101793000168ef7a,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:59.349997+00:00,1,,,242.0,287,,12.0,block 4 (G second),Session III - full gamification,s3,1,1,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0,Male,21.0,US,undergraduate: 3d year,Economics,1.0,0.0,1.0,1.0,Monthly,Weekly,Stocks,No,Determine which design appeals to which kind of trader.,No,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 230}",1,1,vvlpwazd,,,,,0,14.5
243,288,idnd9ms2,5a9998a14eecca0001dd791e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:45:59.483686+00:00,1,,,177.0,288,,7.0,block 4 (G second),Session IV - price only+martingale,s4,1,0,Design 1,Design 1,Only trade on Design #1,5.0,,,Female,31.0,US,undergraduate: 4th year,Other,0.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,i am not sure,no,"{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 170}",1,1,vvlpwazd,,,,,0,10.25
244,289,xa7cgrbx,61664d58d18ca2325a81008e,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:03.123989+00:00,1,,,205.0,289,,10.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,1.0,Female,28.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,Gain understanding on perceptions of stock trading,no,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,12.25
245,290,1t0auzsd,610761fce69907203f8b2488,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:03.201917+00:00,1,,,256.0,290,,11.0,block 1 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,4.0,Female,23.0,US,undergraduate: 4th year,Other Management,1.0,0.0,1.0,0.0,Monthly,Monthly,Stocks,No,To see how aggressive people are when trading,no,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 245}",1,1,vvlpwazd,,,,,0,15.0
246,291,1q5aq4r1,5d7862a638292d001c062b79,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:17.012251+00:00,1,,,258.0,291,,8.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,36.0,US,high-school graduate,Finance,0.0,1.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,I think the purpose of this study is to see how people make decisions when buying and selling stocks.,No,"{""treatments"": [false, true], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 250}",1,1,vvlpwazd,,,,,0,14.5
247,292,jpw60co9,5b915c9d22d85d000115c0f5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:28.904165+00:00,1,,,188.0,292,,3.0,block 1 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,,Female,37.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Cryptocurrencies,No,I'm not sure,No,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,10.0
248,293,ubosqypd,5e767774d5274000082f5582,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:30.947057+00:00,1,,,202.0,293,,7.0,block 1 (G first),Session III - full gamification,s3,1,1,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,4.0,1.0,Male,27.0,US,high-school graduate,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Bonds,No,To get feedback on a trading platform,"no, it required me to answer the question about which asset class I trade. I answered bonds but would've put ""None"" if that were an option because I don't trade.","{""treatments"": [false, true], ""payable_round"": 2, ""treatment"": ""s3"", ""martingale"": false, ""trading_payoff"": 195}",1,1,vvlpwazd,,,,,0,11.5
249,294,rey5112o,61206e8d3e6a6ccdd064637c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:46:54.268493+00:00,1,,,165.0,294,,5.0,block 1 (G first),Session IV - price only+martingale,s4,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Male,61.0,US,high-school graduate,Other,0.0,0.0,1.0,0.0,Monthly,Weekly,Cryptocurrencies,Do not know,To see if we liked the additional feature of your app.,"No, but I do believe that you input my number to sell, as the low end of your random number generator, and added or subtracted 10 from the higher number, depending upon if the new lower number was higher or lower than the previous one, so we would always lose, but in a believable way.","{""treatments"": [true, false], ""payable_round"": 4, ""treatment"": ""s4"", ""martingale"": true, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,9.25
250,295,fid1g02d,64012ee6e3f2e59aaa36f718,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:02.049318+00:00,1,,,143.0,295,,3.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0,Female,25.0,US,undergraduate: 2nd year,Other,1.0,0.0,1.0,1.0,Less than once a month,Daily,Stocks,No,learn about sticks,no,"{""treatments"": [false, true], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 140}",1,1,vvlpwazd,,,,,0,7.75
251,296,mr0ekbq4,559c3ad8fdf99b32b55f2d32,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:16.131273+00:00,1,,,171.0,296,,11.0,block 2 (G first),"Session I - Hedonic, no price",s1,0,1,Design 1,Design 1,Only trade on Design #1,,3.0,3.0,Female,46.0,US,undergraduate: 4th year,Other,1.0,0.0,1.0,1.0,Less than once a month,Monthly,Stocks,Do not know,unsure,no,"{""treatments"": [true, false], ""payable_round"": 5, ""treatment"": ""s1"", ""martingale"": false, ""trading_payoff"": 160}",1,1,vvlpwazd,,,,,0,10.75
252,297,e80b5692,61115c76a6032b5860f19bc5,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:37.898690+00:00,1,,,189.0,297,,4.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 1,Design 1,Only trade on Design #1,2.0,,,Female,29.0,US,undergraduate: 1st year,Other,1.0,0.0,1.0,1.0,Less than once a month,Less than once a month,Stocks,No,Testing people's knowledge of stocks.,No.,"{""treatments"": [false, true], ""payable_round"": 4, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 185}",1,1,vvlpwazd,,,,,0,10.25
253,298,lpsg5uf8,5f2993920dddf60b87611e5c,0,23,23,post_experimental,FinalForProlific,2023-04-11 18:47:40.527561+00:00,1,,,227.0,298,,7.0,block 2 (G first),"Session II - non-hedonic, price",s2,1,0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,,Female,27.0,US,undergraduate: 4th year,Other,0.0,0.0,0.0,0.0,Less than once a month,Less than once a month,Stocks,Do not know,Observing how real life trading knowledge influences simulated trading behavior.,No,"{""treatments"": [true, false], ""payable_round"": 3, ""treatment"": ""s2"", ""martingale"": false, ""trading_payoff"": 220}",1,1,vvlpwazd,,,,,0,12.75
